timestamp,ppg
1561757559583,4147708.0
1561757559634,4149617.0
1561757559685,4151178.0
1561757559736,4152789.0
1561757559788,4152018.0
1561757559839,4147124.0
1561757559890,4141913.0
1561757559941,4137434.0
1561757559992,4134399.0
1561757560043,4132966.0
1561757560094,4133047.0
1561757560145,4133965.0
1561757560197,4134506.0
1561757560248,4135335.0
1561757560298,4135904.0
1561757560350,4136608.0
1561757560400,4137875.0
1561757560451,4139279.0
1561757560502,4141260.0
1561757560554,4145935.0
1561757560605,4148229.0
1561757560656,4150740.0
1561757560707,4151936.0
1561757560758,4148903.0
1561757560809,4144081.0
1561757560860,4140530.0
1561757560911,4138246.0
1561757560963,4137085.0
1561757561015,4137729.0
1561757561065,4139254.0
1561757561116,4140636.0
1561757561167,4141726.0
1561757561217,4142606.0
1561757561269,4143360.0
1561757561319,4143893.0
1561757561371,4143633.0
1561757561422,4143323.0
1561757561473,4144995.0
1561757561524,4147671.0
1561757561575,4150564.0
1561757561626,4153357.0
1561757561677,4152343.0
1561757561728,4148800.0
1561757561780,4145356.0
1561757561830,4143013.0
1561757561882,4141907.0
1561757561932,4142032.0
1561757561984,4143213.0
1561757562035,4144673.0
1561757562086,4145518.0
1561757562136,4146496.0
1561757562188,4147126.0
1561757562239,4148275.0
1561757562290,4149441.0
1561757562341,4151187.0
1561757562392,4153113.0
1561757562443,4154945.0
1561757562494,4157167.0
1561757562546,4160023.0
1561757562597,4156662.0
1561757562648,4152313.0
1561757562699,4148606.0
1561757562749,4146456.0
1561757562801,4145617.0
1561757562851,4145841.0
1561757562903,4147011.0
1561757562954,4148232.0
1561757563005,4149483.0
1561757563056,4150519.0
1561757563107,4151700.0
1561757563158,4153174.0
1561757563209,4154849.0
1561757563260,4156919.0
1561757563311,4159213.0
1561757563363,4161815.0
1561757563414,4164713.0
1561757563464,4167553.0
1561757563516,4169859.0
1561757563567,4169256.0
1561757563618,4165979.0
1561757563668,4163175.0
1561757563720,4161353.0
1561757563771,4160782.0
1561757563822,4161405.0
1561757563873,4163398.0
1561757563924,4165471.0
1561757563975,4167303.0
1561757564026,4168842.0
1561757564077,4170338.0
1561757564128,4172077.0
1561757564180,4174022.0
1561757564231,4176045.0
1561757564282,4178502.0
1561757564333,4181167.0
1561757564383,4183371.0
1561757564434,4185756.0
1561757564486,4187805.0
1561757564538,4182454.0
1561757564588,4179642.0
1561757564639,4178143.0
1561757564690,4177615.0
1561757564741,4178188.0
1561757564792,4179870.0
1561757564843,4181187.0
1561757564894,4182128.0
1561757564946,4183287.0
1561757564997,4184352.0
1561757565048,4185424.0
1561757565099,4186632.0
1561757565150,4188244.0
1561757565201,4190132.0
1561757565252,4192294.0
1561757565303,4194385.0
1561757565354,4196248.0
1561757565405,4196199.0
1561757565456,4192176.0
1561757565507,4187589.0
1561757565558,4184163.0
1561757565609,4182625.0
1561757565660,4182282.0
1561757565711,4183128.0
1561757565763,4184445.0
1561757565814,4185278.0
1561757565865,4185902.0
1561757565916,4186628.0
1561757565967,4187117.0
1561757566018,4188142.0
1561757566069,4189814.0
1561757566120,4191374.0
1561757566172,4192925.0
1561757566222,4195300.0
1561757566273,4197953.0
1561757566324,4199465.0
1561757566375,4198239.0
1561757566426,4193780.0
1561757566477,4188841.0
1561757566529,4184595.0
1561757566580,4185139.0
1561757566631,4186507.0
1561757566682,4188418.0
1561757566733,4189326.0
1561757566784,4190251.0
1561757566835,4190988.0
1561757566886,4192135.0
1561757566937,4193387.0
1561757566989,4194859.0
1561757567039,4196863.0
1561757567090,4199391.0
1561757567141,4200151.0
1561757567192,4200185.0
1561757567243,4200139.0
1561757567295,4200092.0
1561757567346,4195057.0
1561757567397,4190724.0
1561757567448,4188613.0
1561757567499,4187979.0
1561757567550,4188837.0
1561757567601,4189965.0
1561757567651,4190726.0
1561757567703,4190838.0
1561757567756,4191042.0
1561757567806,4191237.0
1561757567856,4191668.0
1561757567907,4192393.0
1561757567958,4193593.0
1561757568009,4194716.0
1561757568060,4195974.0
1561757568111,4197704.0
1561757568165,4195622.0
1561757568214,4189512.0
1561757568265,4182821.0
1561757568316,4178489.0
1561757568366,4176203.0
1561757568418,4175326.0
1561757568469,4175667.0
1561757568521,4176931.0
1561757568571,4176885.0
1561757568623,4177022.0
1561757568673,4177397.0
1561757568724,4178241.0
1561757568775,4179193.0
1561757568826,4180792.0
1561757568877,4182622.0
1561757568929,4184218.0
1561757568980,4185921.0
1561757569031,4187255.0
1561757569082,4183446.0
1561757569133,4177008.0
1561757569185,4171879.0
1561757569235,4168897.0
1561757569286,4167918.0
1561757569338,4167921.0
1561757569388,4168946.0
1561757569440,4170175.0
1561757569490,4170585.0
1561757569542,4171113.0
1561757569592,4171327.0
1561757569643,4172246.0
1561757569694,4173274.0
1561757569747,4174911.0
1561757569797,4176655.0
1561757569848,4178757.0
1561757569899,4181081.0
1561757569950,4183466.0
1561757570001,4185117.0
1561757570052,4182915.0
1561757570103,4177356.0
1561757570155,4172862.0
1561757570205,4170522.0
1561757570256,4169516.0
1561757570308,4169967.0
1561757570358,4171541.0
1561757570409,4172776.0
1561757570462,4173596.0
1561757570512,4175063.0
1561757570563,4176015.0
1561757570614,4177150.0
1561757570665,4178761.0
1561757570716,4180677.0
1561757570767,4182740.0
1561757570818,4184460.0
1561757570869,4186132.0
1561757570921,4187485.0
1561757570972,4184409.0
1561757571022,4178955.0
1561757571074,4174795.0
1561757571124,4172323.0
1561757571175,4171106.0
1561757571227,4171008.0
1561757571277,4171793.0
1561757571329,4172039.0
1561757571380,4172628.0
1561757571431,4172816.0
1561757571482,4172844.0
1561757571533,4173314.0
1561757571584,4173916.0
1561757571634,4174967.0
1561757571686,4176162.0
1561757571737,4177826.0
1561757571789,4179518.0
1561757571839,4180891.0
1561757571891,4181301.0
1561757571941,4177914.0
1561757571993,4172446.0
1561757572043,4167943.0
1561757572094,4165139.0
1561757572146,4163602.0
1561757572197,4163098.0
1561757572248,4163775.0
1561757572299,4164604.0
1561757572350,4164691.0
1561757572401,4165061.0
1561757572452,4165456.0
1561757572504,4167086.0
1561757572554,4168399.0
1561757572606,4169758.0
1561757572656,4171321.0
1561757572707,4173230.0
1561757572758,4175041.0
1561757572809,4176750.0
1561757572860,4176073.0
1561757572912,4171649.0
1561757572963,4166736.0
1561757573014,4163256.0
1561757573065,4161249.0
1561757573116,4160501.0
1561757573167,4160937.0
1561757573218,4162186.0
1561757573269,4162954.0
1561757573321,4163896.0
1561757573371,4164664.0
1561757573423,4165469.0
1561757573473,4166672.0
1561757573525,4168165.0
1561757573575,4169813.0
1561757573626,4171672.0
1561757573677,4174042.0
1561757573729,4176361.0
1561757573780,4178531.0
1561757573831,4180692.0
1561757573882,4180741.0
1561757573933,4177155.0
1561757573984,4173026.0
1561757574035,4170382.0
1561757574086,4168818.0
1561757574138,4168430.0
1561757574188,4169362.0
1561757574239,4170941.0
1561757574291,4171742.0
1561757574342,4172859.0
1561757574392,4173368.0
1561757574444,4173891.0
1561757574495,4175534.0
1561757574546,4177088.0
1561757574597,4178691.0
1561757574648,4180355.0
1561757574699,4182119.0
1561757574750,4183432.0
1561757574801,4183478.0
1561757574852,4179508.0
1561757574904,4174646.0
1561757574959,4170734.0
1561757575005,4168160.0
1561757575057,4166596.0
1561757575107,4166468.0
1561757575158,4167182.0
1561757575209,4167704.0
1561757575261,4167782.0
1561757575312,4168370.0
1561757575363,4168732.0
1561757575414,4169522.0
1561757575465,4170258.0
1561757575516,4171243.0
1561757575567,4172814.0
1561757575618,4174489.0
1561757575669,4176231.0
1561757575720,4177721.0
1561757575772,4178312.0
1561757575823,4174661.0
1561757575874,4169637.0
1561757575924,4165066.0
1561757575976,4162381.0
1561757576026,4160316.0
1561757576077,4159909.0
1561757576129,4160475.0
1561757576180,4161099.0
1561757576231,4161177.0
1561757576282,4161557.0
1561757576335,4161872.0
1561757576384,4162482.0
1561757576435,4163408.0
1561757576487,4166124.0
1561757576537,4167742.0
1561757576589,4169777.0
1561757576639,4171500.0
1561757576691,4172870.0
1561757576741,4172230.0
1561757576793,4167720.0
1561757576843,4162962.0
1561757576895,4159538.0
1561757576946,4157157.0
1561757576997,4156351.0
1561757577048,4156707.0
1561757577099,4157878.0
1561757577150,4158539.0
1561757577201,4159140.0
1561757577252,4159742.0
1561757577304,4160345.0
1561757577355,4161414.0
1561757577406,4162554.0
1561757577456,4164298.0
1561757577508,4166368.0
1561757577558,4168623.0
1561757577609,4170475.0
1561757577660,4172529.0
1561757577712,4173764.0
1561757577763,4170538.0
1561757577814,4166039.0
1561757577865,4162501.0
1561757577916,4160063.0
1561757577967,4158833.0
1561757578018,4159313.0
1561757578069,4160315.0
1561757578121,4161094.0
1561757578171,4161727.0
1561757578223,4161929.0
1561757578274,4162201.0
1561757578325,4162785.0
1561757578375,4163767.0
1561757578427,4164980.0
1561757578478,4167260.0
1561757578529,4168058.0
1561757578580,4169363.0
1561757578631,4169474.0
1561757578682,4165675.0
1561757578733,4160847.0
1561757578784,4157268.0
1561757578835,4154813.0
1561757578887,4153825.0
1561757578938,4153771.0
1561757578989,4154718.0
1561757579040,4155359.0
1561757579090,4155549.0
1561757579142,4156198.0
1561757579193,4156756.0
1561757579244,4157643.0
1561757579295,4159152.0
1561757579346,4160520.0
1561757579397,4162000.0
1561757579448,4164181.0
1561757579499,4166285.0
1561757579550,4167820.0
1561757579601,4170060.0
1561757579652,4170801.0
1561757579704,4167666.0
1561757579755,4163011.0
1561757579806,4159406.0
1561757579857,4157218.0
1561757579907,4155920.0
1561757579959,4155837.0
1561757580009,4156965.0
1561757580061,4157926.0
1561757580112,4158248.0
1561757580163,4159143.0
1561757580214,4159874.0
1561757580265,4161083.0
1561757580316,4162550.0
1561757580367,4164382.0
1561757580418,4166223.0
1561757580470,4170637.0
1561757580521,4173414.0
1561757580572,4176031.0
1561757580623,4178300.0
1561757580674,4180337.0
1561757580725,4181176.0
1561757580776,4178551.0
1561757580826,4174833.0
1561757580878,4171827.0
1561757580929,4170556.0
1561757580980,4170168.0
1561757581031,4170445.0
1561757581082,4171694.0
1561757581133,4172857.0
1561757581184,4174027.0
1561757581235,4174611.0
1561757581287,4175284.0
1561757581338,4176004.0
1561757581389,4177231.0
1561757581440,4178526.0
1561757581491,4179886.0
1561757581541,4181545.0
1561757581593,4183450.0
1561757581644,4184931.0
1561757581695,4186627.0
1561757581746,4187817.0
1561757581798,4185413.0
1561757581848,4180743.0
1561757581899,4176741.0
1561757581950,4173428.0
1561757582001,4171521.0
1561757582052,4170661.0
1561757582104,4170679.0
1561757582155,4170939.0
1561757582206,4171080.0
1561757582257,4171014.0
1561757582308,4171027.0
1561757582359,4171287.0
1561757582410,4171754.0
1561757582461,4174242.0
1561757582513,4175554.0
1561757582564,4177242.0
1561757582615,4178920.0
1561757582665,4180362.0
1561757582716,4179245.0
1561757582767,4175027.0
1561757582818,4169913.0
1561757582870,4166121.0
1561757582921,4163567.0
1561757582972,4162493.0
1561757583023,4162771.0
1561757583074,4163608.0
1561757583125,4164340.0
1561757583176,4165044.0
1561757583227,4165777.0
1561757583278,4166706.0
1561757583330,4167944.0
1561757583380,4169881.0
1561757583431,4171944.0
1561757583484,4174302.0
1561757583534,4176759.0
1561757583584,4179149.0
1561757583635,4181471.0
1561757583687,4182035.0
1561757583738,4178165.0
1561757583789,4173423.0
1561757583844,4170489.0
1561757583891,4169218.0
1561757583942,4169666.0
1561757583993,4171153.0
1561757584044,4173240.0
1561757584096,4174442.0
1561757584147,4175451.0
1561757584197,4176356.0
1561757584249,4177427.0
1561757584299,4179022.0
1561757584351,4180892.0
1561757584401,4182664.0
1561757584453,4187192.0
1561757584504,4188909.0
1561757584555,4189115.0
1561757584606,4184837.0
1561757584657,4179362.0
1561757584708,4175470.0
1561757584759,4173882.0
1561757584810,4174011.0
1561757584862,4175085.0
1561757584912,4176371.0
1561757584964,4177282.0
1561757585015,4177775.0
1561757585066,4178512.0
1561757585116,4179228.0
1561757585168,4180484.0
1561757585218,4181981.0
1561757585270,4183861.0
1561757585321,4185836.0
1561757585372,4187835.0
1561757585425,4189899.0
1561757585474,4191833.0
1561757585525,4192497.0
1561757585576,4188805.0
1561757585627,4183286.0
1561757585679,4179112.0
1561757585729,4177322.0
1561757585781,4177466.0
1561757585831,4178497.0
1561757585883,4180154.0
1561757585934,4181427.0
1561757585985,4182190.0
1561757586035,4182907.0
1561757586087,4183688.0
1561757586138,4184887.0
1561757586189,4186943.0
1561757586240,4188894.0
1561757586291,4191160.0
1561757586342,4193260.0
1561757586393,4195446.0
1561757586444,4200144.0
1561757586496,4200154.0
1561757586547,4200134.0
1561757586598,4200133.0
1561757586648,4200068.0
1561757586700,4200074.0
1561757586750,4196789.0
1561757586802,4194572.0
1561757586853,4194054.0
1561757586904,4195805.0
1561757586955,4197537.0
1561757587006,4199742.0
1561757587057,4200052.0
1561757587108,4200100.0
1561757587159,4200128.0
1561757587210,4200127.0
1561757587262,4200147.0
1561757587313,4200115.0
1561757587363,4200227.0
1561757587415,4200118.0
1561757587466,4200248.0
1561757587517,4200147.0
1561757587567,4200104.0
1561757587619,4200165.0
1561757587670,4200105.0
1561757587721,4200198.0
1561757587773,4200127.0
1561757587823,4200078.0
1561757587874,4200117.0
1561757587925,4200135.0
1561757587976,4200161.0
1561757588027,4200159.0
1561757588079,4200008.0
1561757588130,4200118.0
1561757588180,4200137.0
1561757588232,4199983.0
1561757588282,4200065.0
1561757588335,4200156.0
1561757588385,4200098.0
1561757588437,4200185.0
1561757588487,4200194.0
1561757588538,4200111.0
1561757588589,4200131.0
1561757588640,4200135.0
1561757588691,4200081.0
1561757588742,4200026.0
1561757588793,4200115.0
1561757588845,4200057.0
1561757588896,4200146.0
1561757588947,4200059.0
1561757588998,4200081.0
1561757589049,4200100.0
1561757589099,4200206.0
1561757589151,4200117.0
1561757589201,4200138.0
1561757589254,4200151.0
1561757589304,4200018.0
1561757589356,4200119.0
1561757589406,4200100.0
1561757589457,4200171.0
1561757589508,4200013.0
1561757589559,4200138.0
1561757589610,4200146.0
1561757589662,4200133.0
1561757589713,4200163.0
1561757589764,4200200.0
1561757589814,4200054.0
1561757589866,4200046.0
1561757589917,4197921.0
1561757589968,4194937.0
1561757590018,4193767.0
1561757590070,4194210.0
1561757590121,4195741.0
1561757590172,4196950.0
